name,ra,dec,dist_h,ell_maj,ell_min,ell_pa,log_m_hi,log_m_hi_corr,rel,rms,team_release,qflag
WALLABY J103308-272711,158.2848083653,-27.4531772021942,40.6469796767087,4.22609753898913,3.74806623281109,-44.5823554278721,8.025268854278664,8.3763601437894,0.640524510193483,0.001948004938573,Hydra TR1,0.0
WALLABY J103435-282840,158.647032505586,-28.4779065224506,67.1794936107884,7.66924613940194,5.82500110345342,26.151391977825,8.420435192589839,8.787914255625912,0.809053605859886,0.001709245135437,Hydra TR1,0.0
WALLABY J104010-290908,160.045581654518,-29.1523741197449,129.65299029789625,3.68409208592669,3.0380738634795,71.0563519690219,8.832592347112586,9.268935789145985,0.911910902521686,0.001684048558997,Hydra TR1,0.0
WALLABY J103722-273149,159.343258382854,-27.5305410916842,28.712376789628998,5.93754442734343,2.92747651055031,-33.0124714507284,7.37344034704733,7.883432828657456,0.663896518563337,0.001633174203967,Hydra TR1,0.0
WALLABY J104135-274643,160.398981314522,-27.7786738082929,68.16328278030716,5.5715186225192,2.79468537323269,-7.34675623759374,8.047312006025752,8.598737460733803,0.770650356163725,0.002206893679592,Hydra TR1,0.0
WALLABY J100903-290239,152.265977634131,-29.0442975170569,15.881335752458572,86.4913016464864,26.9482883547385,-26.5099263804777,9.926666288176168,9.923466613614544,1.0,0.001972641608352,Hydra TR2,4.0
WALLABY J100342-270137,150.925581251107,-27.0271233410342,13.676120058758036,31.970546978407,11.7695820816275,56.0422663867539,9.318490798472174,9.343643428708013,1.0,0.003880673716117,Hydra TR2,4.0
WALLABY J100426-282638,151.109056583226,-28.444156643408,15.47302332328869,25.1025278592234,10.4713187344896,87.2794461341103,9.283306473897326,9.314423615348083,1.0,0.002959179885522,Hydra TR2,4.0
WALLABY J103522-244506,158.844058583737,-24.7510276945911,14.878973184131276,25.0117642615234,20.6009915996975,22.279514910473,9.157928145859366,9.192707359372305,1.0,0.003754800174502,Hydra TR2,0.0
WALLABY J103725-251916,159.357416781713,-25.3207347083295,52.955592412832154,35.1173079450198,33.3791061534266,-3.97132528264714,10.228901665712828,10.264950909593797,1.0,0.002039194816974,Hydra TR2,0.0
WALLABY J104142-284653,160.424364304665,-28.7816522307151,63.279589998562344,49.9180125567774,29.2399526184741,21.744419419153,10.271427352474317,10.31207602790469,1.0,0.001765750487638,Hydra TR2,4.0
WALLABY J100351-273417,150.966205246492,-27.5715028775967,39.89020769600851,27.144747180945,15.4975973522364,-8.7047944413829,9.762242940721952,9.807664199789075,1.0,0.003520469398751,Hydra TR2,4.0
WALLABY J101247-275028,153.199753902375,-27.8413264281474,37.48486089814162,21.1872046110281,6.35532218814731,-37.1336974686665,9.672393695695055,9.719501294361162,1.0,0.001706392442067,Hydra TR2,4.0
WALLABY J100539-282633,151.414463079159,-28.442512016763,14.884415934676365,20.7339128542747,8.64513077327804,8.29454631106924,8.806851583080046,8.857107389391873,1.0,0.002251693375284,Hydra TR2,4.0
WALLABY J103442-283406,158.678659981501,-28.5669807099912,49.46886819877609,31.9958943120749,29.4810963174716,27.7410574129802,9.836564475798992,9.887522382539789,1.0,0.001813464666647,Hydra TR2,0.0
WALLABY J104016-274630,160.069876496903,-27.7753163084194,56.72839243095055,16.1814551391897,12.7957770869405,-54.636076527978,9.954790339700253,10.005785592380487,1.0,0.001747389294521,Hydra TR2,0.0
WALLABY J101441-285221,153.674367606056,-28.8725705546451,15.82599336544407,14.0595763818268,7.73802016456689,57.0915608596827,8.838844870299924,8.890214099664753,1.0,0.001758288488675,Hydra TR2,4.0
WALLABY J101434-274133,153.643283887616,-27.6926416810028,35.92189223570882,19.0483390737411,13.3094122577172,11.057024265408,9.53529490482735,9.58749532129293,1.0,0.001716879386819,Hydra TR2,4.0
WALLABY J103915-301757,159.815014102517,-30.2985530965195,53.91075034515518,19.7430610585212,5.24691504164948,-51.795389630872,9.88060018183214,9.933198621411554,1.0,0.002810375801547,Hydra TR2,0.0
WALLABY J100634-295615,151.642100662074,-29.9377215523871,15.954743143322,11.1923448661831,10.4575916211487,86.5431158847733,8.761103119295049,8.817223858846587,1.0,0.002401297276605,Hydra TR2,0.0
WALLABY J104824-250944,162.103807514264,-25.1622898283224,53.56524396594513,29.6229315707231,18.4169800356329,3.32811550491417,9.810350629377481,9.8666340628469,1.0,0.003559639391755,Hydra TR2,0.0
WALLABY J100351-263707,150.964352979355,-26.6186126212923,12.482274382348654,19.1225473491213,11.3426865296583,8.80349435744384,8.509986427631143,8.568415657177571,1.0,0.003881131099795,Hydra TR2,4.0
