name,team_release,ra,dec,dist_h,log_m_hi_corr,ell_maj_beams_30arcsec,rel,qflag
WALLABY J095237-454134,Vela TR1,148.1581749637625,-45.69290219745444,293.7337258480862,10.248591932026258,1.27985803511,0.7598779729580644,0.0
WALLABY J095238-461131,Vela TR1,148.159285753803,-46.19216137024265,231.17360700721892,10.045481926603225,2.17445409149,0.999999943492511,0.0
WALLABY J095239-470647,Vela TR1,148.1666110994539,-47.11310020150388,25.98612991518004,8.528318832813902,1.78618234617,1.0,0.0
WALLABY J095244-474722,Vela TR1,148.1833909815024,-47.78953135441223,76.93797670379827,9.25593482969277,1.21467681526,0.9999999999999998,0.0
WALLABY J095249-440054,Vela TR1,148.2053444885129,-44.01511745599988,265.306895339305,10.142176739734476,1.33846234541,0.9868795182244952,0.0
WALLABY J095311-451624,Vela TR1,148.299884998643,-45.27332615455915,160.8045273538401,9.757345897430952,1.16685620317,0.9985673322280227,0.0
WALLABY J095313-460846,Vela TR1,148.308234382924,-46.14620463502239,249.13764831895617,9.787073610222976,0.944264579383,0.8558805363537473,0.0
WALLABY J095316-431054,Vela TR1,148.3173833452367,-43.18173944945256,270.59901202905746,9.987076123860565,1.21065186358,0.7535000933806442,4.0
WALLABY J095347-455759,Vela TR1,148.4479200419347,-45.96660869553719,101.2896314655033,9.987907832405927,1.86386798012,0.9999999999999996,0.0
WALLABY J095354-433845,Vela TR1,148.4774674308413,-43.64591854476444,110.68523582420015,9.956042733809117,1.51379810545,1.0,0.0
WALLABY J095423-443318,Vela TR1,148.5987442731686,-44.55510914624767,143.35062435774327,9.792612964727354,1.15129419697,0.9999999999999993,0.0
WALLABY J095433-440456,Vela TR1,148.6387400394262,-44.08222368142844,253.65962606309208,10.198809238103777,1.3244475988,0.9997712012786713,0.0
WALLABY J095441-440640,Vela TR1,148.6712545178406,-44.11117478313336,255.1902600353695,9.778631846664316,1.14464759197,0.7011971018142861,0.0
WALLABY J095448-462159,Vela TR1,148.700768313564,-46.36653898173842,101.0303528712959,9.371678766122093,1.03275214253,0.7531732210799458,0.0
WALLABY J095449-461903,Vela TR1,148.7042086597195,-46.31763908164032,230.95194144244752,10.047796240333371,1.06840933374,0.9999522234847809,0.0
WALLABY J095454-472801,Vela TR1,148.7282592152625,-47.46706090821601,273.3185253774778,10.161481956295793,1.31539357859,0.9999999999158589,0.0
